,Name,CID,Melting Point
485,ADIPONITRILE,[8128],1-3 °C
486,3-METHYLBUTANAL,[11552],-51 °C
487,ISOVALERIC ACID,[10430],-29.3 °C
488,DICOFOL,[8268],77.5 °C
489,KETENE,[10038],-150 °C
490,ACRIDINE,[9215],111 °C; 106 °C (form a); 110 °C (form b)
491,ACONITIC ACID,"[309, 444212, 643757]",194-195 °C (WITH DECOMP)
492,LEAD IODIDE,[24931],410 °C
493,LEAD NITRATE,[24924],470 °C
494,Lead(II) Oxide,[14827],887 °C
495,Lead(II) Sulfide,[14819],1113 °C
496,LEAD TETRAACETATE,"[11025, 9846230, 50931538]",175-180 °C
497,LEAD THIOCYANATE,[516874],"190 °C, DECOMPOSES"
498,LEAD THIOSULFATE,[33446],Decomposes
499,LEAD TUNGSTATE,[24464],1130 °C (stolzite)
500,LINALOOL,[6549],Freezing point: below -74 °C /OECD Guideline 102 (Melting point / Melting Range)/
501,Lindane,[727],112.5 °C
502,"LITHIUM, ELEMENTAL",[3028194],180.54 °C
503,LITHIUM ALUMINUM HYDRIDE,[21226445],Decomposes >125 °C
504,LITHIUM AMIDE,[24532],Starts to decompose at 320 °C and melts at 375 °C
505,LITHIUM FLUORIDE,[224478],848.2 °C
506,ACETYLSALICYLIC ACID,[2244],135 °C (rapid heating)
507,"MAGNESIUM, ELEMENTAL",[5462224],651 °C
508,ACETYL TRIBUTYL CITRATE,[6505],-80 °C
509,MAGNESIUM CHLORIDE,[5360315],712 °C (rapid heating)
510,MAGNESIUM HYDROXIDE,[73981],350 °C (decomposes)
511,MAGNESIUM PERCHLORATE,[24840],Decomposes at 250 °C
512,Acetyl chloride,[6367],-112.7 °C
513,Acetyl bromide,[10482],-95.5 °C
514,MAGNESIUM SULFATE,[24083],Decomposes @ 1124 °C
515,MALATHION,[4004],3.85 °C
516,MALEIC ACID,[444266],132.5 °C  (OECD Guideline 102 (Melting point / Melting Range))
517,RONNEL,[9298],41 °C
518,TRIBUFOS,[5125],Below -25 °C
519,SACCHARIN,[5143],228 °C decomposes
520,POTASSIUM ACID OXALATE,[23662386],Decomposes
521,SALICYLIC ACID,[338],159 °C
522,SEC-BUTYL ACETATE,[7758],-98.9 °C
523,SEC-BUTYL ALCOHOL,[6568],-114 °C
524,SELENIC ACID,[1089],58 °C
525,SELENIUM HEXAFLUORIDE,[24558],-50.8 °C
526,SELENIUM DIOXIDE,[24007],340 °C under pressure
527,SELENIUM OXYCHLORIDE,[24647],8.5 °C
528,L-SERINE,[5951],228 °C (decomposes)
529,SILICON CARBIDE,[9863],2600 °C
530,AMORPHOUS SILICA,[24261],3110 °F
531,SILICON TETRACHLORIDE,[24816],-70 °C
532,SILICON TETRAFLUORIDE,[24556],-90.2 °C (UNDER PRESSURE)
533,SILVER NITRATE,[24470],212 °C
534,"2,4,5-TP",[7158],179-181 °C
535,SODIUM,[5360545],97.82 °C
536,SODIUM ACETATE,[517045],324 °C
537,SODIUM ALUMINUM HYDRIDE,[26266],Begins to melt at 183 °C with decomposition to evolve hydrogen
538,SODIUM AMIDE,[24533],210 °C
539,Sodium ascorbate,[23667548],218 °C decomposes
540,Sodium azide,[33557],275 °C (decomp)
541,SODIUM BENZOATE,[517055],436 °C (OECD Guideline 102 (Melting point / Melting Range))
542,Sodium bicarbonate,[516892],Approximately 50 °C
543,"POTASSIUM, ELEMENTAL",[5462222],63.5 °C
544,SODIUM BOROHYDRIDE,[4311764],>400 °C (vacuum) (decomposes)
545,1-OCTANOL,[957],-14.7 °C
546,AMMONIUM THIOCYANATE,[15666],149.6 °C
547,Anthracene,[8418],216 °C
548,AMMONIUM SULFAMATE,[24482],131 °C
549,BENZOIC ACID,[243],122.35 °C
550,Calcium silicate,[14941],1540 °C
551,CARVONE,[7439],"MP: 25.2 °C. Very soluble in ethanol; soluble in ether, carbon tetrachloride, chloroform /L-Carvone/"
552,CYANOGEN BROMIDE,[10476],52 °C
553,DIMETHYL ZINC,[11010],-40 °C
554,Fumaric acid,[444972],287 °C decomposes
555,FURFURYL ALCOHOL,[7361],-14.6 °C
556,GIBBERELLIC ACID,[6466],233-235 °C (effervescence)
557,MAGNESIUM STEARATE,[11177],88.5 °C (pure)
558,D-MANNITOL,[6251],166-168 °C
559,METHYL VINYL KETONE,[6570],FP: 20 °F = -7 °C = 266 deg K
560,OZONE,[24823],-192.7 + or - 2 °C
561,Nitrogen dioxide,[3032552],-9.3 °C
562,OSMIUM TETROXIDE,[30318],40.6 °C
563,ALPHA-PINENE,[6654],-62.5 °C
564,2-Hydroxybenzaldehyde,[6998],-7 °C
565,RESORCINOL,[5054],109.8 °C
566,Stearic acid amide,[31292],107 °C
567,SODIUM BISULFITE,[23665763],Decomposes
568,SODIUM NITRATE,[24268],308 °C
569,TRIETHYL CITRATE,[6506],-55 °C
570,ZIRCONIUM OXYCHLORIDE,[24373],250 °C (decomposes)
571,SODIUM CACODYLATE,[2724247],200 °C
572,SODIUM CHLORATE,[516902],248 °C
573,SODIUM CHLORITE,[23668197],Decomposes as it melts between 180-200 °C
574,SODIUM CYANIDE,[8929],563 °C
575,SODIUM DICHROMATE,[25408],356.7 °C
576,SODIUM DIHYDROGEN PHOSPHATE,[23672064],200 °C (decomposes)
577,Propyleneimine,[6377],-65 °C
578,SODIUM FLUOROACETATE,[16212360],200-202 °C; decomposes above melting point
579,SODIUM FORMATE,[2723810],253 °C
580,SODIUM HYDRIDE,[24758],DECOMP AT 800 °C
581,Sodium hydrosulfite,[24489],52 °C (decomposes)
582,SODIUM HYPOCHLORITE,[23665760],MP: 18 °C /Pentahydrate/
583,SODIUM IODATE,[23675764],MP: decomp
584,SODIUM IODIDE,[5238],651 °C
585,SODIUM METASILICATE,[23266],1089 °C
586,SODIUM METHANEARSONATE,[23664719],130-140 °C
587,SODIUM METHOXIDE,[10942334],Melting point: decomp. Soluble in cold water. Soluble in methanol. /Solvated form/
588,NONENE,"[33744, 5364590]",Melting point: -81.3 °C /1-Nonene/
589,SODIUM NITRITE,[23668193],271 °C
590,SODIUM OLEATE,[23665730],232-235 °C
591,SODIUM PALMITATE,[2735111],270 °C
592,Sodium pantothenate,"[23679004, 23679634, 45358008]",171-178 °C
593,SODIUM PERMANGANATE,[23673458],Decomposes
594,SODIUM PEROXIDE,[14803],"460 °C, decomp"
595,SODIUM POTASSIUM TARTRATE,"[9357, 9855836]",90-100 °C
596,SODIUM SELENITE,[24934],710 °C (decomposes)
597,SODIUM SESQUICARBONATE,[10791],Decomposes
598,SODIUM SILICOFLUORIDE,[28127],Melts at red heat with decomposition.
599,SODIUM SULFIDE,[237873],1180 °C (IN VACUO)
600,PENTABORANE,[15764013],-46.6 °C
601,SORBITAN MONOSTEARATE,"[14928, 3793749, 13267937, 16218600, 23725022]",49-65 °C
602,Methyl bromide,[6323],-93.7 °C
603,SORBOSE,,165 °C
604,STANNIC CHLORIDE,[24287],-33 °C
605,METHIOCARB,[16248],119 °C
606,STANNOUS FLUORIDE,[24550],213 °C
607,PHOSPHORUS OXYCHLORIDE,[24813],1.25 °C
608,Stibine,[9359],-88 °C
609,STRONTIUM CHLORATE,[24641],120 °C (Decomp)
610,STRONTIUM NITRATE,[24848],570 °C
611,STRONTIUM PEROXIDE,[14807],215 °C (DECOMP)
612,NITRALIN,[20848],151-152 °C
613,MANGANESE CARBONATE,[11726],Decomposes >200 °C
614,SUCCINIC ACID,[1110],188 °C
615,SUCCINIC ANHYDRIDE,[7922],119.6 °C
616,SUCCINOYL PEROXIDE,[31248],125 °C (decomp)
617,Pyrogallic acid,[1057],133 °C
618,SULFAMIC ACID,[5987],205 °C
619,PHOSGENE,[6371],-118 °C
620,SULFISOXAZOLE,[5344],194 °C
621,SULFUR DICHLORIDE,[25353],-122 °C
622,LACTIC ACID,[612],16.8 °C
623,D-Sorbitol,[5780],111 °C
624,CHLORDANE,"[5993, 11954021, 12303031, 24860539, 134687881]",Melting point: 106-107 °C cis-isomer; 104-105 °C trans-isomer
625,ETHYLAMINE,[6341],-81.2 °C
626,Isopropylamine,[6363],-95.119 °C
627,NICOTINE SULFATE,"[6173, 2735101, 5284498]",Decomposes on heating
628,NICOTINE TARTRATE,"[6174, 121455, 5702296, 10434468, 11957628, 122176683]",89 °C
629,VINYL FLUORIDE,[6339],-160.5 °C
630,Trimethylamine,[1146],-117.08 °C
631,ETHYLENEDIAMINE TETRAACETIC ACID,[6049],245 °C
632,Methylamine,[6329],-93.42 °C
633,BETA-PROPIOLACTONE,[2365],-33.4 °C
634,CYCLOPROPANE,[6351],-127.4 °C
635,METHYL MERCAPTAN,[878],-123 °C
636,ETHYL MERCAPTAN,[6343],-147.8 °C
637,VITAMIN A,[445354],62-64 °C
638,Riboflavin,"[493570, 71310809]",280 °C (decomposes)
639,L-Ascorbic Acid,[54670067],190-192 °C (some decomposition)
640,VITAMIN D2,"[3249, 5280793, 5315257, 5353610, 5702050, 6372069, 6536972, 7067801, 11003810, 12358706, 24112890, 44630173, 58855793, 66577029, 71299657, 71308193, 71311077, 86280331, 87070941, 91555781, 91884638, 122164949, 122172962, 129010310, 134129658, 134715773, 154723897]",116.5 °C
641,CHOLECALCIFEROL,[5280795],84-85 °C
642,OCTANOIC ACID,[379],16.5 °C
643,SULFUR HEXAFLUORIDE,[17358],-50.8 °C
644,SULFUR MONOCHLORIDE,[24807],-77 °C
645,SULFURYL CHLORIDE,[24648],-54.1 °C
646,SULFURYL FLUORIDE,[17607],-135.82 °C
647,MERCURIC BROMIDE,[24612],237 °C
648,TANNIC ACID,"[16129778, 16129878, 16131300, 16133892, 16134267, 134129492]",200 °C
649,TAUROCHOLIC ACID,[6675],Decomposes about 125 °C
650,TEFLON,[8301],Melts to an extremely viscous gel at 327 °C
651,TEREPHTHALIC ACID,[7489],427 °C (sealed tube)
652,tert-Butyl hydroperoxide,[6410],-8 °C
653,T-BUTYLHYDROQUINONE,[16043],126.5-128.5 °C
654,TETRABUTYL TITANATE,"[21801, 521701, 25200196]",-55 °C
655,METHYLTRICHLOROSILANE,[6399],-90 °C
656,TETRAETHYL LEAD,[6511],133.41 K / -133.7 °C/
657,TETRAETHYL PYROPHOSPHATE,[7873],Solid below 32 °F
658,TETRAETHYLENE GLYCOL,[8200],-9.4 °C
659,Tetrafluoroethylene,[8301],-131.15 °C
660,METHANEARSONIC ACID,[8948],160.5 °C
661,TETRAHYDROPHTHALIC ANHYDRIDE,[6810],"Crystals from petroleum ether. MP: 103.5 °C. Soluble in ethanol, acetone, chloroform, benzene; slightly soluble in petroleum ether. /cis-1,2,3,6-Tetrahydrophthalic anhydride/"
662,PHOSPHORUS PENTOXIDE,[6326975],562 °C
663,TETRAISOPROPYL TITANATE,"[11026, 110612, 25199637, 25200171]",Approx 20 °C
664,NITROSYL CHLORIDE,[17601],-64.5 °C
665,POLYTHIAZIDE,[4870],202.5 °C
666,PENTANAL,[8063],-91.5 °C
667,TETRANITROMETHANE,[10509],13.8 °C
668,TETRASODIUM PYROPHOSPHATE,[24403],988 °C
669,THALLIUM(I) ACETATE,"[11247, 16211288, 131675083]",131 °C
670,THIODIPROPIONIC ACID,[8096],134 °C
671,Thionyl chloride,[24386],-104.5 °C
672,NICKEL CHLORIDE,[24385],1001 °C
673,THIOPHOSPHORYL CHLORIDE,[19883],-35 °C
674,THIRAM,[5455],155-156 °C
675,"THORIUM, ELEMENTAL",[23960],1750 °C
676,THORIUM NITRATE,[26293],"White, crystalline mass. MP: 500 °C (decomposes). Soluble in water and alcohol. /Tetrahydrate/"
677,THYMOL,[6989],49.6 °C
678,TITANIUM,[23963],1668 °C
679,TITANIUM DIOXIDE,[26042],1855 °C
680,TITANIUM TETRACHLORIDE,,-24.1 °C
681,Pentaerythritol,[8285],258 °C
682,"2,4-TOLUENE DIISOCYANATE",[11443],20.5 °C
683,METHYLCYCLOPENTANE,[7296],-142.5 °C
684,TRIBUTYLAMINE,[7622],-70 °C
685,TRIBUTYRIN,[6050],-75 °C
686,TRICALCIUM PHOSPHATE,[24456],1670 °C
687,Tricalcium silicate,[25523],2150 °C
688,Trichlorfon,[5853],82.2 °C
689,METHYL CHLORIDE,[6327],-97.6 °C
690,Trichloroethylsilane,[8260],-105.6 °C
691,Trichloroisocyanuric acid,[6909],246.7 °C (decomposes)
692,TRICHLOROSILANE,[140487],-126.5 °C
693,Trichlorovinylsilane,[6413],-95 °C
694,TRIETHANOLAMINE,[7618],21.5 °C
695,Pentachlorophenol,[992],174 °C
696,TRIETHYL PHOSPHITE,[31215],-112 °C
697,TRIETHYLAMINE,[8471],-114.7 °C
698,TRIETHYLBORON,[7357],-93 °C
699,TRIETHYLENE GLYCOL,[8172],-7 °C
700,TRIETHYLENE GLYCOL MONOETHYL ETHER,[8190],-18.7 °C
701,CAMPHENE,[6616],52 °C
702,CALCIUM SULFATE,[24497],1450 °C
703,Carbon monoxide,[281],-205.02 °C
704,CALCIUM STEARATE,[15324],179 °C
705,CARVACROL,[10364],1 °C
706,CHLOROMETHYL METHYL ETHER,[7864],-103.5 °C
707,CHLOROSULFONIC ACID,[24638],-80 °C
708,"CHROMIUM, ELEMENTAL",[23976],1907 °C
709,CITRIC ACID,[311],153 °C
710,Carminic acid,"[14749, 14950, 6426645, 6604642, 10255083, 86312167]",136 °C (decomposes)
711,Cottonseed oil,,FP: 32 °F= 0 °C= 273 DEG K
712,CALCIUM HYPOCHLORITE,[24504],100 °C
713,COPPER(II) SULFATE,[24462],590 °C decomp
714,CYANOGEN CHLORIDE,[10477],-6.55 °C
715,CYCLOHEXYLAMINE,[7965],-17.7 °C
716,CALCIUM HYDROXIDE,[6093208],1076 °F (decomposes) (loses water)
717,DECYLBENZENE,[7716],-14.4 °C
718,DIBUTYL KETONE,[10405],-3.8 °C
719,DIBUTYL PHTHALATE,[3026],-35 °C
720,CALCIUM CHLORIDE,[5284359],775 °C
721,DIETHANOLAMINE,[8113],27.9 °C
722,DIETHYL CARBONATE,[7766],-43 °C
723,DIETHYL PHTHALATE,[6781],-40.5 °C
724,DIETHYL ZINC,[11185],-28 °C
725,DIISODECYL PHTHALATE,[33599],-50 °C
726,DIISOPROPYLAMINE,[7912],-61 °C
727,DIMETHYL SULFATE,[6497],-27 °C
728,Dimethylamine,[674],-93 °C
729,DIPHENYL ETHER,[7583],26.865 °C
730,DIPOTASSIUM PHOSPHATE,[24450],Decomp
731,DODECYL SULFATE,"[8778, 4329331]",25-27 °C
732,DODECYLBENZENE,[31237],3 °C
733,ETHYLPARABEN,[8434],117 °C
734,Chloroacetic acid,[300],"Exists in alpha, beta, and gamma forms having mp 63 °C, 55-56 °C, and 50 °C respectively. MP for acid of commerce: 61-63 °C"
735,n-BUTYRIC ACID,[264],-7.9 °C
736,ETHANE,[6324],-182.794 °C
737,N-BUTYL STEARATE,[31278],27 °C
738,ETHYL FORMATE,[8025],-80.5 °C
739,n-Butane,[7843],-138.3 °C
740,ETHYL VANILLIN,[8467],76.7 °C
741,BORNEOL,"[10049, 10492, 64685, 512289, 657014, 1201518, 6321405, 6552009, 18639728, 44630107]",202 °C
742,BENZIDINE,[7111],120 °C
743,Glutaraldehyde,[3485],Freezing point: -14 °C
744,Barium carbonate,[10563],1380 °C (decomposes)
745,CAPTAN,[8606],172.5 °C
746,CARBARYL,[6129],145 °C
747,CARBON BLACK,[5462310],Sublimes
748,CAPSAICIN,[1548943],65 °C
749,TEMEPHOS,[5392],30.0-30.5 °C
750,CALCIUM PHOSPHIDE,[14780],About 1600 °C
751,CELLULOSE ACETATE,,Approx 260 °C
752,CALCIUM PEROXIDE,[14779],Decomp at 200 °C
753,CALCIUM NITRATE,[24963],About 560 °C
754,ACETYL BENZOYL PEROXIDE,[12568],37 °C
755,Acetophenone,[7410],19.4 °C
756,CHLORINE TRIFLUORIDE,[24637],-76.34 °C
757,ACETONE CYANOHYDRIN,[6406],-19 °C
758,2-CHLOROACETOPHENONE,[10757],56.5 °C
759,Chloroacetyl chloride,[6577],-21.7 °C
760,ACETOIN,[179],15 °C
761,CHLOROPICRIN,[6423],-64 °C (-69.2 °C corr)
762,CHLOROTHION,[10372],21 °C
763,CHLOROXURON,[16115],151 °C
764,CHLORPROPHAM,[2728],40.7-41.1 °C
765,CHOLIC ACID,[221493],198 °C (anhydrous)
766,CHOLINE BITARTRATE,"[6900, 10198924]",149-153 °C
767,CHOLINE CHLORIDE,[6209],305 °C (decomposes)
768,CHROMIUM(III) ACETATE,[14012],>400 °C (OECD Guideline 102 (Melting point / Melting Range) resp. EU A.1 (melting / freezing temperature))
769,CALCIUM IODATE,[24619],540 °C (decomposes)
770,Calcium hypophosphite,,Decomposes at 300 °C
771,CHROMIUM (II) CHLORIDE,[24871],824 °C
772,CHROMYL CHLORIDE,[22150757],-96.5 °C
773,CINEOLE,[2758],1.5 °C
774,CITRAL,"[8843, 638011, 643779]",Melting point <-10 °C.
775,CALCIUM GLUCONATE,"[9290, 10982878, 71308416]",120 °C
776,CALCIUM FLUORIDE,[84512],1403 °C
777,Cobaltous acetate,"[6277, 54602348]",298 °C (decomposes)
778,Cobaltous bromide,[24610],678 °C under HBr and molecular nitrogen
779,Cobaltous carbonate,"[10565, 516890, 24190655]",280 °C (decomposes)
780,Cobaltous chloride,[24288],735 °C
781,TRIETHYLENE GLYCOL MONOMETHYL ETHER,[8178],Freezing point: -44 °C
782,TRIETHYLENETETRAMINE,[5565],12 °C
783,TRIFLURALIN,[5569],42 °C
784,TRIISOBUTYLALUMINUM,[16682931],-5.6 °C (freezing point)
785,TRIMAGNESIUM PHOSPHATE,[24439],"1,184 °C"
786,TRIMETHYL PHOSPHITE,[8472],-78 °C
787,Methyl anthranilate,[8635],24.4 °C
788,TRIMETHYLCHLOROSILANE,[6397],-40 °C
789,"2,4,6-Trinitrobenzoic acid",[8518],228.7 °C (decomposes)
790,TEPA,[11016],41 °C
791,ALACHLOR,[2078],40-41 °C
792,1-METHOXY-2-HYDROXYPROPANE,[7900],-95 °C
793,URANIUM OXYSULFATE,[14815],"MP: decomposes at 100 °C; sol: 24.3 g/100 cc concn sulfuric acid at 13 °C; sol: 30 g/100 cc concn hydrochloric acid at 13 °C 20.5 g/100 cc water at 15.5 °C, 22.2 g/100 cc water at 100 °C /Trihydrate/"
794,D-Pantothenic Acid,"[988, 6613, 5748353]",MELTING POINT: 170-172 °C /CA SALT/
795,Urea nitrate,[31295],152 °C (decomposes)
796,"VANADIUM, ELEMENTAL",[23990],1910 °C
797,VANADIUM OXYTRICHLORIDE,[24410],-77 °C
798,VANADIUM PENTOXIDE,[14814],681 °C
799,VANADIUM TETRACHLORIDE,[24273],-28 °C
800,VANADYL SULFATE,[34007],MP: decomposes at 265 °C /Vanadyl sulfate dihydrate/
801,VANILLIN,[1183],81-83 °C
802,VINYL BROMIDE,[11641],-137.8 °C
803,PHOSPHORUS TRICHLORIDE,[24387],-93.6 °C
804,NONYLPHENOL,,Freezing point: -10 °C (sets to glass below this temperature)
805,Vinyl methyl ether,[7861],-122 °C
806,Vinyl toluenes,,-77 °C
807,MONURON,[8800],170.5-171.5 °C
808,PROPYL MERCAPTAN,[7848],-113.3 °C
809,POLYVINYL ALCOHOL,[11199],>200 °C; other melting points: 212-267 °C
810,Vitamin K2,"[4056, 5282367]",54 °C
811,C.I. FOOD YELLOW 10,[6824],103 °C
812,MEXACARBATE,[9414],85 °C
813,ZINC BORATE,[167155],980 °C
814,ZINC BROMIDE,[10421208],394 °C
815,ZINC CHLORIDE,[5727],Approximately 290 °C
816,ZINC CYANIDE,,"800 °C, decomposes"
817,ZINC FLUORIDE,[24551],872 °C
818,ZINC NITRATE,[24518],-18 °C /hydrate/
819,ZINC PERMANGANATE,[31896],Dec @ 90 - 105 °C
820,Zinc phosphide,,1193 °C
821,ZINC POTASSIUM CHROMATE,[25466],Decomposes at about 500 °C
822,ZINC SULFATE,[24424],680 °C (decomposes)
823,ZINGERONE,[31211],40.5 °C
824,Nitrogen tetroxide,[25352],-9.3 °C
825,1-Bromopropane,[7840],-110 °C
826,1-Chloro-2-propanone,[6571],-44.5 °C
827,n-Amyl chloride,[10977],-99 °C
828,1-DECANOL,[8174],7 °C
829,1-DECENE,[13381],-66.3 °C
830,1-DODECANETHIOL,[8195],-7 °C
831,1-DODECANOL,[8193],24 °C
832,1-DODECENE,[8183],-35.2 °C
833,1-HEPTANOL,[8129],-34.6 °C
834,1-HEPTENE,[11610],-119.7 °C
835,1-HEXENE,[11597],-139.7 °C
836,1-NAPHTHYLAMINE,[8640],49.2 °C
837,1-NONENE,[31285],-81.3 °C
838,1-OCTADECANOL,[8221],59.5 °C
839,METHYL ACETOACETATE,[7757],-80 °C
840,1-OCTENE,[8125],-101.7 °C
841,1-PENTENE,[8004],-165.2 °C
842,1-TETRADECENE,[14260],-12 °C
843,1-TRIDECENE,[17095],-13 °C
844,1-UNDECANOL,[8184],19 °C
845,1-UNDECENE,[13190],-49.2 °C
846,POLYCHLOROPRENE,[31369],"Varies with the temperature of crystallization, and the time and temperature of any subsequent annealing; approximately 30-70 °C"
847,"1,1,1,2-TETRACHLORO-2,2-DIFLUOROETHANE",[6426],41 °C
848,PIPERAZINE,[4837],106 °C
849,"NICKEL, ELEMENTAL",[935],1455 °C
850,"1,1'-AZOBIS(FORMAMIDE)","[31269, 5462814]",225 °C (decomposes)
851,PENTASODIUM TRIPOLYPHOSPHATE,[24455],622 °C
852,OXALIC ACID,[971],189.5 °C (DECOMPOSES)
853,"1,2-DICHLOROPROPANE",[6564],-100.4 °C
854,"1,2-DIHYDRO-2,2,4-TRIMETHYLQUINOLINE",[8981],120 °C
855,"1,2,4-TRICHLOROBENZENE",[13],16.92 °C
856,Peracetic acid,[6585],-0.2 °C
857,NICOTINE,[89594],-79 °C
858,"N,N-DIPHENYLAMINE",[11487],53-54 °C
859,"1,3-DICHLOROPROPENE",[24726],<-50 °C
860,POTASSIUM CHLORATE,[6426889],368 °C
861,"1,4-BENZOQUINONE",[4650],115.7 °C
862,"1,4-Butanediol",[8064],20.43 °C
863,NITROGEN TRIFLUORIDE,[24553],-208.79 °C
864,NICKEL SULFATE,[24586],Decomposes @ 840 °C
865,METHYL CHLOROFORMATE,[6586],Less than -114 °F= less than -81 °C= less than 192 deg K
866,PHENYLHYDRAZINE,[7516],19.5 °C
867,2-ETHYL-1-HEXANOL,[7720],-70 °C
868,ETHOSUXIMIDE,[3291],64 - 65 °C
869,2-ETHYLHEXYL ACRYLATE,[7636],-90 °C
870,2-HEPTANONE,[8051],-35.5 °C
871,2-METHYLPENTANE,[7892],-153.6 °C
872,"2-METHYL-2,4-PENTANEDIOL",[7870],Freezing point = -50 °C (glass or vitreous condition)
873,2-METHYL-4-CHLOROPHENOXYACETIC ACID,[7204],118-119 °C
874,2-Methylaminoethanol,[8016],-3 °C
875,2-METHYLPENTALDEHYDE,[31245],FP: -100 °C
876,2-NAPHTHYLAMINE,[7057],111-113 °C
877,2-NITROANILINE,[6946],71.0 °C
878,2-NITROPHENOL,[6947],44-45 °C
879,2-NITROPROPANE,[398],-91.3 °C
880,"2,2,4-TRIMETHYL-1,3-PENTANEDIOL",[8946],51-52 °C
881,"2,2'-DIBENZOTHIAZYL DISULFIDE",[8447],180 °C
882,PETROLATUM,,38-54 °C
883,"2,4-DICHLOROPHENOL",[8449],45 °C
884,PERCHLORIC ACID,[24247],-112 °C
885,"2,4-DINITROANILINE",[7321],187.5-188 °C
886,"2,4-DINITROTOLUENE",[8461],70.5 °C
887,"2,4,5-T",[1480],153 °C
888,"2,4,6-TRINITROTOLUENE",[8376],80.1 °C
889,"2,6-DI-T-BUTYL-P-CRESOL",[31404],70 °C
890,NALED,[4420],27 °C
891,3-CHLORO-2-METHYL-1-PROPENE,[11241],< -80 °C
892,PICLORAM,[15965],218.5 °C
893,4-HYDROXY-4-METHYL-2-PENTANONE,[31256],-44 °C
894,4-METHYL-2-PENTANOL,[7910],-90 °C
895,4-METHYL-2-PENTYL ACETATE,[7959],Freezing point = -63.8 °C
896,4-NITROANILINE,[7475],146 °C
897,4-NITROPHENOL,[980],113-114 °C
898,4-NITROTOLUENE,[7473],51.7 °C
899,5-ETHYLIDENE-2-NORBORNENE,"[27756, 5365543, 5463081, 12456033, 129659218]",FP: -80 °C
900,MERCURIC NITRATE,[24864],79 °C
901,MALEIC HYDRAZIDE,[21954],298-300 °C
902,METHYL ISOPROPENYL KETONE,[13143],-54 °C
903,METHYL ISOCYANATE,[12228],-45 °C
904,PHOSPHORUS OXYBROMIDE,[24613],56 °C (IN HOT WATER)
905,METHYLDICHLOROSILANE,[6327386],-93 °C
906,METHYL PARATHION,[4130],35.8 °C
907,"PHOSPHORUS, ELEMENTAL",,44.1 °C
908,Nabam,[3032297],Decomposes on heating without melting
909,AZINPHOSMETHYL,[2268],73-74 °C
910,METHYLHYDRAZINE,[6061],-52.4 °C
911,METHOXYCHLOR,[4115],87 °C
912,MERCURIC BENZOATE,[11407],165 °C
913,PHENYL ETHYL KETONE,[7148],21 °C
914,"N,N-DIMETHYLANILINE",[949],2.1 °C
915,PHORATE,[4790],<-15 °C
916,METHYLPARABEN,[7456],125.2 °C
917,NICKEL CYANIDE,[11184],>200 °C
918,PHOSPHORIC ACID,[1004],42.4 °C
919,"POLY(1,4-BUTYLENE TEREPHTHALATE)",,221-232 °C
920,PROPIONIC ACID,[1032],-21.5 °C
921,PROPIONALDEHYDE,[527],-80 °C
922,OCTADECYLAMINE,[15793],52.9 °C
923,MESITYL OXIDE,[8858],-59 °C
924,METHYL CELLULOSE,"[525128, 51063134]",290 to 305 °C /Film/
925,PROPACHLOR,[4931],77 °C
926,MALIC ACID,[525],130.97 °C  /OECD Guideline 102 (Melting point / Melting Range)/
927,PYROSULFURYL CHLORIDE,[24649],-37 °C
928,POTASSIUM SULFIDE,,912 °C
929,PHOSPHORUS PENTACHLORIDE,[24819],160.5 °C /freezing point/
930,"MERCURY, ELEMENTAL",[23931],-38.87 °C
931,MERCURIC CYANIDE,[11591],Decomposes at 320 °C
932,(L)-PROLINE,[145742],"220-222 °C, decomposes"
933,MERCURIC IODIDE,[24485],259 °C
934,PYRIDOXINE HYDROCHLORIDE,[6019],207 °C
935,POLYVINYL CHLORIDE,[6338],"NOTCHED IZOD IMPACT STRENGTH: 0.4-2.0 FT LB/IN; ROCKWELL HARDNESS: R110-R120; HEAT DISTORTION 264 LB/SQ IN: 60-80 °C; SPECIFIC HEAT: 0.2-0.28 CAL/G; LINEAR THERMAL EXPANSION COEFFICIENT, 1X10-5; 5.0-18 °C; MAX CONTINUOUS SERVICE TEMP: 70-74 °C; /UNMODIFIED, RIGID PVC/"
936,PROPIONIC ANHYDRIDE,[31263],-45 °C
937,POTASSIUM NITRITE,[516910],441 °C with decomp starting at 350 °C
938,PHOSPHORUS TRIBROMIDE,[24614],-41.5 °C
939,POTASSIUM PERMANGANATE,[516875],Decomposes
940,MERCUROUS IODIDE,[27243],290 °C (with partial decomposition)
941,MERCUROUS BROMIDE,[24829],405 °C
942,POTASSIUM PERCHLORATE,[516900],525 °C
943,MERCURIC THIOCYANATE,,165 °C (decomposes)
944,PROPANIL,[4933],92 °C
945,POTASSIUM NITRATE,[24434],337 °C
946,Potassium hypophosphite,,Decomposes
947,AMMONIUM DIHYDROGEN PHOSPHATE,[24402],190 °C
948,POTASSIUM SORBATE,[23676745],>270 °C (decomposes)
949,POTASSIUM IODATE,[23665710],560 °C
950,Phosphine,[24404],-133.8 °C
951,POTASSIUM HYDROXIDE,[14797],about 360 °C; about 380 °C when anhydrous
952,POTASSIUM ARSENATE,[516881],288 °C
953,Nicotinamide,[936],128.8 °C
954,POTASSIUM DICHROMATE,[24502],398 °C
955,OLEIC ACID,[445639],16.3 °C
956,OCTYL DECYL PHTHALATE,[8380],Freezing point: -40 °C
